trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
5697,6/28/2013 12:11,6/28/2013 12:48,64,"2,211",8,Millennium Park,51,McClurg Ct & Illinois St,Customer,,
5699,6/28/2013 12:11,6/28/2013 12:21,159,590,58,Dayton St & North Ave,58,Dayton St & North Ave,Customer,,
5702,6/28/2013 12:13,6/28/2013 14:48,448,"9,307",300,Lake Shore Dr & Monroe St,60,Sheffield Ave & Fullerton Ave,Customer,,
5703,6/28/2013 12:13,6/28/2013 14:47,503,"9,250",300,Lake Shore Dr & Monroe St,60,Sheffield Ave & Fullerton Ave,Customer,,
5704,6/28/2013 12:14,6/28/2013 12:48,63,"2,056",8,Millennium Park,237,Lincoln Ave & Eastwood Ave,Customer,,
5705,6/28/2013 12:14,6/28/2013 12:29,615,920,12,Larrabee St & Kingsbury St,38,Jefferson St & Monroe St,Customer,,
5706,6/28/2013 12:14,6/28/2013 12:48,65,"2,035",8,Millennium Park,51,McClurg Ct & Illinois St,Customer,,
5708,6/28/2013 12:16,6/28/2013 13:11,58,"3,256",8,Millennium Park,8,Millennium Park,Customer,,
5712,6/28/2013 12:17,6/28/2013 13:10,62,"3,202",8,Millennium Park,8,Millennium Park,Customer,,
5713,6/28/2013 12:18,6/28/2013 12:52,379,"2,040",43,Michigan Ave & Lake St,300,Lake Shore Dr & Monroe St,Customer,,
5716,6/28/2013 12:18,6/28/2013 12:41,401,"1,374",43,Michigan Ave & Lake St,131,Lincoln Ave & Fullerton Ave,Customer,,
5746,6/28/2013 12:26,6/28/2013 12:50,437,"1,440",8,Millennium Park,42,Michigan Ave & Oak St,Customer,,
5782,6/28/2013 12:35,6/28/2013 12:56,307,"1,309",40,Michigan Ave & Congress Pkwy,157,Aberdeen St & Jackson Blvd,Customer,,
5783,6/28/2013 12:35,6/28/2013 12:46,57,659,20,Dearborn St & Adams St,30,State St & Harrison St,Customer,,
5802,6/28/2013 12:37,6/28/2013 14:29,842,"6,749",170,Wabash Ave & Cermak Rd,31,Wabash Ave & Roosevelt Rd,Customer,,
5805,6/28/2013 12:37,6/28/2013 12:56,141,"1,137",8,Millennium Park,12,Larrabee St & Kingsbury St,Customer,,
5806,6/28/2013 12:37,6/28/2013 13:16,599,"2,349",40,Michigan Ave & Congress Pkwy,31,Wabash Ave & Roosevelt Rd,Customer,,
5807,6/28/2013 12:37,6/28/2013 13:03,139,"1,557",8,Millennium Park,265,Kingsbury St & Erie St,Customer,,
5808,6/28/2013 12:38,6/28/2013 13:16,154,"2,334",40,Michigan Ave & Congress Pkwy,31,Wabash Ave & Roosevelt Rd,Customer,,
5810,6/28/2013 12:38,6/28/2013 12:53,116,893,5,Clark St & Randolph St,12,Larrabee St & Kingsbury St,Customer,,
5822,6/28/2013 12:40,6/28/2013 13:28,140,"2,882",8,Millennium Park,8,Millennium Park,Customer,,
5823,6/28/2013 12:41,6/28/2013 12:58,225,"1,014",40,Michigan Ave & Congress Pkwy,157,Aberdeen St & Jackson Blvd,Customer,,
5824,6/28/2013 12:41,6/28/2013 13:18,80,"2,244",8,Millennium Park,248,Ashland Ave & Augusta Blvd,Customer,,
5826,6/28/2013 12:41,6/28/2013 13:18,628,"2,219",8,Millennium Park,248,Ashland Ave & Augusta Blvd,Customer,,
5840,6/28/2013 12:43,6/28/2013 13:13,98,"1,761",42,Michigan Ave & Oak St,51,McClurg Ct & Illinois St,Customer,,
5850,6/28/2013 12:47,6/28/2013 12:51,380,196,65,Damen Ave & Pierce Ave,65,Damen Ave & Pierce Ave,Customer,,
5853,6/28/2013 12:48,6/28/2013 15:13,463,"8,681",8,Millennium Park,413,Halsted St & 35th St,Customer,,
5857,6/28/2013 12:49,6/28/2013 12:56,495,430,301,Clinton St & Madison St,301,Clinton St & Madison St,Customer,,
5858,6/28/2013 12:49,6/28/2013 13:09,386,"1,196",5,Clark St & Randolph St,262,Fairbanks Ct & Grand Ave,Customer,,
5860,6/28/2013 12:50,6/28/2013 14:29,479,"5,937",170,Wabash Ave & Cermak Rd,31,Wabash Ave & Roosevelt Rd,Customer,,
5871,6/28/2013 12:52,6/28/2013 12:57,380,325,65,Damen Ave & Pierce Ave,65,Damen Ave & Pierce Ave,Customer,,
5876,6/28/2013 12:52,6/28/2013 13:03,474,622,5,Clark St & Randolph St,265,Kingsbury St & Erie St,Customer,,
5880,6/28/2013 12:54,6/28/2013 13:07,409,770,262,Fairbanks Ct & Grand Ave,34,Michigan Ave & Pearson St,Customer,,
5883,6/28/2013 12:55,6/28/2013 13:18,176,"1,368",42,Michigan Ave & Oak St,282,Larrabee St & Menomonee St,Customer,,
5897,6/28/2013 12:59,6/28/2013 13:03,316,278,44,Ogden Ave & Chicago Ave,44,Ogden Ave & Chicago Ave,Customer,,
5903,6/28/2013 12:59,6/28/2013 13:23,418,"1,421",300,Lake Shore Dr & Monroe St,51,McClurg Ct & Illinois St,Customer,,
5906,6/28/2013 13:00,6/28/2013 13:09,372,554,58,Dayton St & North Ave,44,Ogden Ave & Chicago Ave,Customer,,
5910,6/28/2013 13:01,6/28/2013 13:06,286,271,65,Damen Ave & Pierce Ave,65,Damen Ave & Pierce Ave,Customer,,
5911,6/28/2013 13:01,6/28/2013 13:35,193,"2,028",8,Millennium Park,43,Michigan Ave & Lake St,Customer,,
5912,6/28/2013 13:02,6/28/2013 13:35,592,"2,008",8,Millennium Park,43,Michigan Ave & Lake St,Customer,,
5914,6/28/2013 13:02,6/28/2013 13:42,817,"2,388",38,Jefferson St & Monroe St,38,Jefferson St & Monroe St,Customer,,
5917,6/28/2013 13:03,6/28/2013 13:37,557,"1,989",301,Clinton St & Madison St,106,McCormick Place,Customer,,
5919,6/28/2013 13:05,6/28/2013 13:38,476,"1,999",431,Adler Planetarium,60,Sheffield Ave & Fullerton Ave,Customer,,
5920,6/28/2013 13:05,6/28/2013 13:11,57,350,30,State St & Harrison St,20,Dearborn St & Adams St,Customer,,
5921,6/28/2013 13:05,6/28/2013 13:34,379,"1,694",300,Lake Shore Dr & Monroe St,51,McClurg Ct & Illinois St,Customer,,
5922,6/28/2013 13:05,6/28/2013 13:34,401,"1,709",131,Lincoln Ave & Fullerton Ave,51,McClurg Ct & Illinois St,Customer,,
5923,6/28/2013 13:06,6/28/2013 13:14,258,522,19,Franklin St & Jackson Blvd,10,Clinton St & Washington Blvd,Customer,,
5924,6/28/2013 13:06,6/28/2013 13:17,606,632,5,Clark St & Randolph St,19,Franklin St & Jackson Blvd,Customer,,
5928,6/28/2013 13:07,6/28/2013 13:24,607,"1,041",65,Damen Ave & Pierce Ave,33,Green St & Milwaukee Ave,Customer,,
5929,6/28/2013 13:07,6/28/2013 13:14,177,436,42,Michigan Ave & Oak St,42,Michigan Ave & Oak St,Customer,,
5931,6/28/2013 13:07,6/28/2013 13:45,897,"2,253",106,McCormick Place,300,Lake Shore Dr & Monroe St,Customer,,
5932,6/28/2013 13:07,6/28/2013 13:44,835,"2,171",106,McCormick Place,300,Lake Shore Dr & Monroe St,Customer,,
